PosCt,NeuCt,NegCt,PosPer,NeuPer,NegPer,PosReply,PosRetweet,PosLike,PosQuote,NeuReply,NeuRetweet,NeuLike,NeuQuote,NegReply,NegRetweet,NegLike,NegQuote,Number Games,Total Attendance,MonDate_current,MonDate_next,Close_current,CLose_next,Label
0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,172172,2006-11-06,2006-11-13,1382.84,1393.22,1
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2006-11-13,2006-11-20,1393.22,1402.81,1
0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,177584,2006-12-11,2006-12-18,1411.56,1425.55,1
1,2,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,426496,2006-12-18,2006-12-25,1425.55,1416.9,0
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2006-12-25,2007-01-01,1416.9,1416.6,0
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2007-01-01,2007-01-08,1416.6,1412.11,0
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2007-01-15,2007-01-22,1431.9,1427.99,0
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2007-01-22,2007-01-29,1427.99,1428.82,1
0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,233239,2007-01-29,2007-02-05,1428.82,1448.0,1
0,5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,485725,2007-02-05,2007-02-12,1448.0,1444.26,0
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2007-02-12,2007-02-19,1444.26,1459.68,1
0,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,314358,2007-02-19,2007-02-26,1459.68,1399.04,0
0,6,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,298789,2007-02-26,2007-03-05,1399.04,1395.41,0
0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,321660,2007-03-05,2007-03-12,1395.41,1377.95,0
0,14,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,47,832846,2007-03-12,2007-03-19,1377.95,1410.94,1
0,9,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,647318,2007-03-19,2007-03-26,1410.94,1428.61,1
0,20,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46,836001,2007-03-26,2007-04-02,1428.61,1437.77,1
1,16,1,0.05555555555555555,0.8888888888888888,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,30,554503,2007-04-02,2007-04-09,1437.77,1448.39,1
1,25,1,0.037037037037037035,0.9259259259259259,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46,856135,2007-04-09,2007-04-16,1448.39,1471.48,1
1,47,1,0.02040816326530612,0.9591836734693877,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,517821,2007-04-16,2007-04-23,1471.48,1480.41,1
4,60,0,0.0625,0.9375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,20,393869,2007-04-23,2007-04-30,1480.41,1486.3,1
1,80,1,0.012195121951219513,0.975609756097561,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,215968,2007-04-30,2007-05-07,1486.3,1507.72,1
4,44,1,0.08163265306122448,0.8979591836734694,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,185619,2007-05-07,2007-05-14,1507.72,1501.19,0
0,52,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,161130,2007-05-14,2007-05-21,1501.19,1524.12,1
0,25,1,0.0,0.9615384615384616,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,81346,2007-05-21,2007-05-28,1524.12,1518.11,0
1,30,0,0.03225806451612903,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,81997,2007-05-28,2007-06-04,1518.11,1530.95,1
0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18797,2007-06-04,2007-06-11,1530.95,1493.0,0
0,7,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20562,2007-06-11,2007-06-18,1493.0,1533.7,1
3,107,0,0.02727272727272727,0.9727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,707829,2007-10-29,2007-11-05,1531.02,1520.27,0
4,87,1,0.043478260869565216,0.9456521739130435,0.010869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,814957,2007-11-05,2007-11-12,1520.27,1481.05,0
1,85,0,0.011627906976744186,0.9883720930232558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49,800208,2007-11-12,2007-11-19,1481.05,1439.7,0
1,29,0,0.03333333333333333,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,48,826161,2007-11-19,2007-11-26,1439.7,1428.23,0
0,55,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,46,780272,2007-11-26,2007-12-03,1428.23,1462.79,1
0,78,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45,750014,2007-12-03,2007-12-10,1462.79,1477.65,1
0,73,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,48,815893,2007-12-10,2007-12-17,1477.65,1454.98,0
0,87,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,722277,2007-12-17,2007-12-24,1454.98,1497.66,1
0,116,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,744484,2007-12-24,2007-12-31,1497.66,1447.16,0
1,77,0,0.01282051282051282,0.9871794871794872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41,720494,2007-12-31,2008-01-07,1447.16,1390.19,0
1,122,0,0.008130081300813009,0.991869918699187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,807861,2008-01-07,2008-01-14,1390.19,1380.95,0
1,97,0,0.01020408163265306,0.9897959183673469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,705676,2008-01-14,2008-01-21,1380.95,1310.5,0
0,97,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,755402,2008-01-21,2008-01-28,1310.5,1362.3,1
0,156,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42,705817,2008-01-28,2008-02-04,1362.3,1336.64,0
2,220,0,0.009009009009009009,0.990990990990991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,784078,2008-02-04,2008-02-11,1336.64,1348.86,1
1,103,0,0.009615384615384616,0.9903846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22,372320,2008-02-11,2008-02-18,1348.86,1348.78,0
2,238,1,0.008298755186721992,0.9875518672199171,0.004149377593360996,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41,732545,2008-02-18,2008-02-25,1348.78,1381.29,1
2,213,0,0.009302325581395349,0.9906976744186047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,844689,2008-02-25,2008-03-03,1381.29,1326.75,0
2,243,0,0.00816326530612245,0.9918367346938776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,50,902214,2008-03-03,2008-03-10,1326.75,1320.65,0
1,249,0,0.004,0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,45,820208,2008-03-10,2008-03-17,1320.65,1330.74,1
2,197,1,0.01,0.985,0.005,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,45,822501,2008-03-17,2008-03-24,1330.74,1352.99,1
0,245,1,0.0,0.9959349593495935,0.0040650406504065045,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,47,855027,2008-03-24,2008-03-31,1352.99,1370.18,1
1,220,0,0.004524886877828055,0.995475113122172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,48,834320,2008-03-31,2008-04-07,1370.18,1365.54,0
2,224,0,0.008849557522123894,0.9911504424778761,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,39,740005,2008-04-07,2008-04-14,1365.54,1334.43,0
4,410,0,0.00966183574879227,0.9903381642512077,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,28,527275,2008-04-14,2008-04-21,1334.43,1375.94,1
12,672,2,0.01749271137026239,0.9795918367346939,0.0029154518950437317,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20,389281,2008-04-21,2008-04-28,1375.94,1390.94,1
14,739,6,0.01844532279314888,0.9736495388669302,0.007905138339920948,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,14,268964,2008-04-28,2008-05-05,1390.94,1418.26,1
16,645,1,0.02416918429003021,0.974320241691843,0.0015105740181268882,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10,189261,2008-05-05,2008-05-12,1418.26,1403.04,0
7,519,2,0.013257575757575758,0.9829545454545454,0.003787878787878788,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,155837,2008-05-12,2008-05-19,1403.04,1413.4,1
8,789,3,0.01,0.98625,0.00375,0.0,0.0,0.0,0.0,1.0,8.0,10.0,1.0,0.0,0.0,0.0,0.0,6,116115,2008-05-19,2008-05-26,1413.4,1385.35,0
14,567,3,0.023972602739726026,0.9708904109589042,0.005136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4,78494,2008-05-26,2008-06-02,1385.35,1377.65,0
1,115,0,0.008620689655172414,0.9913793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18624,2008-06-02,2008-06-09,1377.65,1358.44,0
4,245,1,0.016,0.98,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,37994,2008-06-09,2008-06-16,1358.44,1350.93,0
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2008-06-16,2008-06-23,1350.93,1314.29,0
27,1717,6,0.015428571428571429,0.9811428571428571,0.0034285714285714284,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,38,702247,2008-10-27,2008-11-03,940.51,1005.75,1
23,1544,3,0.01464968152866242,0.9834394904458599,0.001910828025477707,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,45,775021,2008-11-03,2008-11-10,1005.75,898.95,0
15,1657,10,0.0089179548156956,0.9851367419738407,0.005945303210463734,0.0,0.0,0.0,0.0,1.0,5.0,11.0,1.0,0.0,0.0,0.0,0.0,48,790720,2008-11-10,2008-11-17,898.95,859.12,0
17,1792,7,0.009361233480176211,0.986784140969163,0.003854625550660793,0.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,49,830446,2008-11-17,2008-11-24,859.12,857.39,0
14,1505,4,0.009192383453709783,0.9881812212738017,0.0026263952724885093,0.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,47,828371,2008-11-24,2008-12-01,857.39,848.81,0
27,1797,5,0.014762165117550574,0.9825041006014216,0.002733734281027884,0.0,0.0,0.0,0.0,2.0,6.0,11.0,2.0,0.0,0.0,0.0,0.0,46,773789,2008-12-01,2008-12-08,848.81,888.67,1
23,2166,4,0.010487916096671226,0.987688098495212,0.001823985408116735,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,46,814420,2008-12-08,2008-12-15,888.67,913.18,1
23,2085,3,0.010895310279488394,0.9876835622927522,0.0014211274277593558,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,43,715621,2008-12-15,2008-12-22,913.18,863.16,0
34,1733,4,0.019198193111236588,0.9785431959345002,0.002258610954263128,0.0,0.0,0.0,0.0,1.0,16.0,27.0,0.0,0.0,0.0,0.0,0.0,41,731753,2008-12-22,2008-12-29,863.16,890.64,1
17,1740,3,0.009659090909090909,0.9886363636363636,0.0017045454545454545,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,43,767404,2008-12-29,2009-01-05,890.64,934.7,1
14,2238,5,0.006202924235711121,0.9915817456801064,0.002215330084182543,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,47,814920,2009-01-05,2009-01-12,934.7,871.79,0
35,2521,6,0.01366120218579235,0.9839968774395004,0.00234192037470726,0.0,0.0,0.0,0.0,1.0,5.0,34.0,2.0,0.0,0.0,0.0,0.0,42,732694,2009-01-12,2009-01-19,871.79,805.22,0
30,2550,7,0.011596443757247778,0.9856977193660611,0.002705836876691148,0.0,0.0,2.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,42,750469,2009-01-19,2009-01-26,805.22,845.71,1
28,2658,4,0.010408921933085501,0.9881040892193309,0.001486988847583643,0.0,0.0,0.0,0.0,2.0,5.0,34.0,0.0,0.0,0.0,0.0,0.0,44,767196,2009-01-26,2009-02-02,845.71,838.51,0
24,3784,12,0.0062827225130890054,0.9905759162303664,0.0031413612565445027,0.0,0.0,0.0,0.0,34.0,54.0,119.0,9.0,0.0,0.0,0.0,0.0,46,784897,2009-02-02,2009-02-09,838.51,827.16,0
15,2103,3,0.007072135785007072,0.9915134370579916,0.0014144271570014145,0.0,0.0,0.0,0.0,16.0,6.0,20.0,2.0,0.0,0.0,0.0,0.0,24,423251,2009-02-09,2009-02-16,827.16,789.17,0
42,4652,15,0.00891909110214483,0.9878955192185177,0.003185389679337439,0.0,0.0,1.0,0.0,7.0,26.0,88.0,1.0,0.0,0.0,0.0,0.0,38,692102,2009-02-16,2009-02-23,789.17,773.14,0
66,5168,29,0.012540376211286338,0.9819494584837545,0.005510165304959149,0.0,0.0,1.0,0.0,3.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,50,887793,2009-02-23,2009-03-02,773.14,696.33,0
66,5006,17,0.01296914914521517,0.9836903124385931,0.003340538416191786,0.0,0.0,2.0,0.0,0.0,9.0,92.0,0.0,0.0,0.0,0.0,0.0,46,826966,2009-03-02,2009-03-09,696.33,719.6,1
84,5670,20,0.014547973675095255,0.9819882230689296,0.0034638032559750607,0.0,0.0,0.0,0.0,0.0,6.0,136.0,0.0,0.0,0.0,0.0,0.0,47,825679,2009-03-09,2009-03-16,719.6,778.12,1
75,7177,13,0.01032346868547832,0.9878871300757054,0.0017894012388162423,0.0,0.0,1.0,0.0,8.0,9.0,147.0,1.0,0.0,0.0,0.0,0.0,47,851140,2009-03-16,2009-03-23,778.12,806.12,1
116,7968,21,0.01431215299198026,0.9830968537939544,0.002590993214065392,0.0,1.0,4.0,0.0,39.0,184.0,488.0,22.0,0.0,0.0,0.0,0.0,45,845035,2009-03-23,2009-03-30,806.12,811.08,1
127,8397,46,0.014819136522753792,0.9798133022170362,0.005367561260210035,0.0,0.0,1.0,0.0,7.0,13.0,197.0,2.0,0.0,0.0,0.0,0.0,49,892110,2009-03-30,2009-04-06,811.08,815.55,1
100,8894,15,0.0111000111000111,0.9872349872349873,0.001665001665001665,0.0,1.0,0.0,0.0,4.0,20.0,242.0,1.0,0.0,0.0,0.0,0.0,40,728227,2009-04-06,2009-04-13,815.55,841.5,1
348,12307,34,0.027425329025139885,0.9698951848057372,0.0026794861691228624,0.0,0.0,11.0,0.0,4.0,22.0,292.0,2.0,0.0,0.0,0.0,0.0,25,466283,2009-04-13,2009-04-20,841.5,850.08,1
455,20254,120,0.021844543665082337,0.9723942580056651,0.005761198329252484,0.0,4.0,23.0,0.0,8.0,32.0,466.0,4.0,0.0,0.0,3.0,0.0,20,394317,2009-04-20,2009-04-27,850.08,855.16,1
557,22297,184,0.024177445958850595,0.9678357496310444,0.007986804410105044,0.0,3.0,8.0,0.0,7.0,46.0,437.0,3.0,0.0,0.0,0.0,0.0,13,249355,2009-04-27,2009-05-04,855.16,903.8,1
476,20964,135,0.022062572421784474,0.9716801853997683,0.006257242178447277,0.0,1.0,8.0,0.0,6.0,28.0,332.0,2.0,0.0,0.0,0.0,0.0,11,211128,2009-05-04,2009-05-11,903.8,908.35,1
368,14537,108,0.024512089522413908,0.9682941450742689,0.007193765403317125,0.0,0.0,4.0,0.0,19.0,31.0,228.0,0.0,0.0,0.0,1.0,0.0,7,131166,2009-05-11,2009-05-18,908.35,908.13,0
735,26207,209,0.027070826120584878,0.965231483186623,0.007697690692792162,0.0,0.0,28.0,1.0,19.0,51.0,490.0,9.0,0.0,0.0,2.0,0.0,5,97521,2009-05-18,2009-05-25,908.13,910.33,1
664,34626,293,0.018660596352190653,0.9731051344743277,0.00823426917348172,0.0,1.0,5.0,0.0,25.0,71.0,638.0,14.0,0.0,1.0,3.0,0.0,5,94534,2009-05-25,2009-06-01,910.33,944.74,1
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2009-06-01,2009-06-08,944.74,942.43,0
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2009-06-08,2009-06-15,942.43,911.97,0
555,32785,125,0.016584491259524877,0.9796802629613028,0.0037352457791722696,0.0,0.0,4.0,0.0,10.0,39.0,580.0,8.0,0.0,0.0,0.0,0.0,29,516953,2009-10-26,2009-11-02,1063.41,1045.41,0
537,41241,157,0.012805532371527364,0.9834505782759032,0.0037438893525694526,0.0,1.0,11.0,0.0,10.0,76.0,556.0,1.0,0.0,0.0,1.0,0.0,47,801217,2009-11-02,2009-11-09,1045.41,1093.01,1
523,41276,151,0.012467222884386174,0.9839332538736592,0.003599523241954708,0.0,2.0,4.0,1.0,6.0,206.0,572.0,4.0,0.0,0.0,0.0,0.0,44,718321,2009-11-09,2009-11-16,1093.01,1110.32,1
544,37718,136,0.014167404552320434,0.9822907443095995,0.0035418511380801085,0.0,20.0,9.0,1.0,5.0,1276.0,508.0,1.0,0.0,0.0,0.0,0.0,48,803425,2009-11-16,2009-11-23,1110.32,1105.65,0
406,36564,126,0.010944576234634462,0.9856588311408238,0.0033965926245417295,0.0,10.0,5.0,0.0,3.0,1437.0,531.0,14.0,0.0,1.0,0.0,0.0,47,808435,2009-11-23,2009-11-30,1105.65,1108.86,1
510,39422,142,0.012726456056295852,0.9837300993162649,0.0035434446274392375,0.0,9.0,4.0,0.0,16.0,2066.0,590.0,7.0,0.0,1.0,0.0,0.0,43,718549,2009-11-30,2009-12-07,1108.86,1091.94,0
536,37075,137,0.01419942778425347,0.9821712408604429,0.003629331355303592,0.0,15.0,15.0,0.0,46.0,1889.0,768.0,144.0,0.0,7.0,1.0,0.0,44,720391,2009-12-07,2009-12-14,1091.94,1107.93,1
516,40755,120,0.012466478219902877,0.9846343407987244,0.002899180981372762,0.0,15.0,3.0,0.0,1.0,2438.0,419.0,1.0,0.0,6.0,1.0,0.0,49,827785,2009-12-14,2009-12-21,1107.93,1118.02,1
610,31651,121,0.01883762584151689,0.9774257303440183,0.0037366438144648263,0.0,25.0,7.0,0.0,3.0,1988.0,314.0,2.0,0.0,4.0,0.0,0.0,40,704495,2009-12-21,2009-12-28,1118.02,1126.2,1
680,39335,130,0.016938597583758874,0.9798231411134637,0.0032382613027774317,0.0,37.0,16.0,0.0,8.0,2597.0,619.0,4.0,0.0,14.0,0.0,0.0,42,762558,2009-12-28,2010-01-04,1126.2,1136.52,1
590,47411,248,0.012228232709486206,0.9826317643888992,0.005140002901614541,0.0,15.0,8.0,0.0,37.0,3696.0,1608.0,55.0,0.0,72.0,1.0,0.0,46,786230,2010-01-04,2010-01-11,1136.52,1136.22,0
631,50236,440,0.012298516771590622,0.9791256553686631,0.008575827859746234,0.0,37.0,2.0,0.0,3.0,3518.0,566.0,3.0,0.0,127.0,9.0,0.0,41,683769,2010-01-11,2010-01-18,1136.22,1150.23,1
713,52311,178,0.013401751813841584,0.9832525093041615,0.0033457388819969174,0.0,31.0,14.0,0.0,7.0,3483.0,701.0,2.0,0.0,3.0,0.0,0.0,43,734062,2010-01-18,2010-01-25,1150.23,1092.17,0
723,53709,221,0.013228916985343897,0.9827273891643643,0.004043693850291841,0.0,11.0,2.0,0.0,5.0,3201.0,606.0,1.0,0.0,2.0,1.0,0.0,46,786232,2010-01-25,2010-02-01,1092.17,1103.32,1
670,51328,152,0.012847555129434324,0.9842377756471716,0.002914669223394056,0.0,18.0,1.0,0.0,5.0,3540.0,697.0,7.0,0.0,5.0,0.0,0.0,43,750931,2010-02-01,2010-02-08,1103.32,1070.52,0
311,28715,69,0.010689121842240934,0.9869393366557828,0.0023715415019762848,0.0,3.0,1.0,0.0,13.0,2150.0,377.0,2.0,0.0,0.0,0.0,0.0,23,376046,2010-02-08,2010-02-15,1070.52,1094.87,1
684,53053,235,0.012673237975246424,0.9829726524864745,0.004354109538279108,0.0,21.0,3.0,0.0,31.0,4412.0,634.0,12.0,1.0,24.0,4.0,0.0,41,707137,2010-02-15,2010-02-22,1094.87,1094.6,0
659,54493,193,0.011907128015177524,0.9846056554340952,0.0034872165507272563,0.0,8.0,6.0,0.0,8.0,4201.0,659.0,7.0,0.0,11.0,2.0,0.0,49,848404,2010-02-22,2010-03-01,1094.6,1118.31,1
448,31800,159,0.013824173789613356,0.9812694788163051,0.004906347394081525,0.0,12.0,4.0,1.0,4.0,1982.0,406.0,2.0,0.0,13.0,1.0,0.0,45,806502,2010-03-01,2010-03-08,1118.31,1140.45,1
556,50870,162,0.010777700240365977,0.9860820345816856,0.00314026517794836,0.0,98.0,8.0,0.0,6.0,3357.0,521.0,3.0,0.0,5.0,1.0,0.0,47,797208,2010-03-08,2010-03-15,1140.45,1159.46,1
443,49758,141,0.00879980930435819,0.9883993484565572,0.002800842239084661,0.0,14.0,4.0,0.0,2.0,2987.0,411.0,4.0,0.0,1.0,1.0,0.0,46,806856,2010-03-15,2010-03-22,1159.46,1174.17,1
560,54406,242,0.010143457469931894,0.9854731198377047,0.004383422692363426,6.0,9.0,11.0,0.0,18.0,3440.0,713.0,5.0,0.0,8.0,2.0,0.0,44,762335,2010-03-22,2010-03-29,1174.17,1173.27,0
659,59987,273,0.010817643099853905,0.9847009964050625,0.004481360495083636,0.0,35.0,3.0,0.0,11.0,4032.0,581.0,1.0,0.0,38.0,3.0,0.0,47,815709,2010-03-29,2010-04-05,1173.27,1189.44,1
416,42426,127,0.009681398217319464,0.9873629826153739,0.002955619167306663,0.0,10.0,10.0,0.0,4.0,2280.0,407.0,2.0,0.0,1.0,0.0,0.0,31,565171,2010-04-05,2010-04-12,1189.44,1197.3,1
392,33435,92,0.011556944485391669,0.9857307114006899,0.0027123441139184526,0.0,10.0,1.0,0.0,6.0,2247.0,314.0,2.0,0.0,5.0,1.0,0.0,22,411513,2010-04-12,2010-04-19,1197.3,1207.17,1
973,60119,200,0.01587482868889904,0.9808621027213992,0.0032630685897017554,0.0,40.0,7.0,1.0,7.0,4332.0,503.0,11.0,0.0,4.0,2.0,0.0,20,390642,2010-04-19,2010-04-26,1207.17,1183.71,0
1013,60116,210,0.016514778525897063,0.9800616247411924,0.003423596732910546,1.0,103.0,14.0,0.0,6.0,3825.0,554.0,6.0,0.0,3.0,0.0,0.0,14,271863,2010-04-26,2010-05-03,1183.71,1173.6,0
757,57733,216,0.012894763737948421,0.9834258849180663,0.0036793513439852825,0.0,57.0,8.0,0.0,4.0,5697.0,837.0,1.0,0.0,7.0,0.0,0.0,10,185391,2010-05-03,2010-05-10,1173.6,1155.79,0
